460001;"Chile Chico Ad.";"46&deg 35' 6'' S";311;2023;10;20;1.7;16.5
460001;"Chile Chico Ad.";"46&deg 35' 6'' S";311;2023;10;21;1.7;18.7
460001;"Chile Chico Ad.";"46&deg 35' 6'' S";311;2023;10;22;-1.7;17.8
460001;"Chile Chico Ad.";"46&deg 35' 6'' S";311;2023;10;23;0.5;20.6
460001;"Chile Chico Ad.";"46&deg 35' 6'' S";311;2023;10;24;3.4;18.6
460001;"Chile Chico Ad.";"46&deg 35' 6'' S";311;2023;10;25;4.4;17.7
460001;"Chile Chico Ad.";"46&deg 35' 6'' S";311;2023;10;26;11.4;17.8
460001;"Chile Chico Ad.";"46&deg 35' 6'' S";311;2023;10;27;6.2;14.1
460001;"Chile Chico Ad.";"46&deg 35' 6'' S";311;2023;10;28;4.2;10.5
460001;"Chile Chico Ad.";"46&deg 35' 6'' S";311;2023;10;29;-2.0;9.6
460001;"Chile Chico Ad.";"46&deg 35' 6'' S";311;2023;10;30;-3.0;11.1
460001;"Chile Chico Ad.";"46&deg 35' 6'' S";311;2023;10;31;1.5;11.7
470001;"Lord Cochrane Ad.";"47&deg 14' 38'' S";196;2023;10;01;2.9;13.5
470001;"Lord Cochrane Ad.";"47&deg 14' 38'' S";196;2023;10;02;-1.7;
470001;"Lord Cochrane Ad.";"47&deg 14' 38'' S";196;2023;10;03;1.2;15.6
470001;"Lord Cochrane Ad.";"47&deg 14' 38'' S";196;2023;10;04;4.7;15.9
470001;"Lord Cochrane Ad.";"47&deg 14' 38'' S";196;2023;10;05;0.4;16.0
470001;"Lord Cochrane Ad.";"47&deg 14' 38'' S";196;2023;10;06;0.8;12.3
470001;"Lord Cochrane Ad.";"47&deg 14' 38'' S";196;2023;10;07;6.7;15.4
470001;"Lord Cochrane Ad.";"47&deg 14' 38'' S";196;2023;10;08;1.9;10.9
470001;"Lord Cochrane Ad.";"47&deg 14' 38'' S";196;2023;10;09;4.3;12.1
470001;"Lord Cochrane Ad.";"47&deg 14' 38'' S";196;2023;10;10;0.9;9.2
470001;"Lord Cochrane Ad.";"47&deg 14' 38'' S";196;2023;10;11;4.1;13.8
470001;"Lord Cochrane Ad.";"47&deg 14' 38'' S";196;2023;10;12;1.9;15.6
470001;"Lord Cochrane Ad.";"47&deg 14' 38'' S";196;2023;10;13;3.3;17.0
470001;"Lord Cochrane Ad.";"47&deg 14' 38'' S";196;2023;10;14;3.9;15.8
470001;"Lord Cochrane Ad.";"47&deg 14' 38'' S";196;2023;10;15;3.8;15.5
470001;"Lord Cochrane Ad.";"47&deg 14' 38'' S";196;2023;10;16;3.9;16.3
470001;"Lord Cochrane Ad.";"47&deg 14' 38'' S";196;2023;10;17;6.9;16.3
470001;"Lord Cochrane Ad.";"47&deg 14' 38'' S";196;2023;10;18;2.2;22.2
470001;"Lord Cochrane Ad.";"47&deg 14' 38'' S";196;2023;10;19;7.7;18.2
470001;"Lord Cochrane Ad.";"47&deg 14' 38'' S";196;2023;10;20;2.1;16.2
470001;"Lord Cochrane Ad.";"47&deg 14' 38'' S";196;2023;10;21;0.9;15.7
470001;"Lord Cochrane Ad.";"47&deg 14' 38'' S";196;2023;10;22;1.9;18.0
470001;"Lord Cochrane Ad.";"47&deg 14' 38'' S";196;2023;10;23;1.1;21.4
470001;"Lord Cochrane Ad.";"47&deg 14' 38'' S";196;2023;10;24;4.2;17.7
470001;"Lord Cochrane Ad.";"47&deg 14' 38'' S";196;2023;10;25;5.9;18.3
470001;"Lord Cochrane Ad.";"47&deg 14' 38'' S";196;2023;10;26;7.3;16.4
470001;"Lord Cochrane Ad.";"47&deg 14' 38'' S";196;2023;10;27;5.9;12.2
470001;"Lord Cochrane Ad.";"47&deg 14' 38'' S";196;2023;10;28;3.4;7.5
470001;"Lord Cochrane Ad.";"47&deg 14' 38'' S";196;2023;10;29;1.8;9.2
470001;"Lord Cochrane Ad.";"47&deg 14' 38'' S";196;2023;10;30;-2.9;12.8
470001;"Lord Cochrane Ad.";"47&deg 14' 38'' S";196;2023;10;31;0.0;12.9
510005;"Teniente Gallardo, Puerto Natales Ad.";"51&deg 40' 2'' S";69;2023;10;01;0.3;5.7
510005;"Teniente Gallardo, Puerto Natales Ad.";"51&deg 40' 2'' S";69;2023;10;02;-1.0;12.4
510005;"Teniente Gallardo, Puerto Natales Ad.";"51&deg 40' 2'' S";69;2023;10;03;4.4;14.8
510005;"Teniente Gallardo, Puerto Natales Ad.";"51&deg 40' 2'' S";69;2023;10;04;8.2;13.4
510005;"Teniente Gallardo, Puerto Natales Ad.";"51&deg 40' 2'' S";69;2023;10;05;2.7;10.8
510005;"Teniente Gallardo, Puerto Natales Ad.";"51&deg 40' 2'' S";69;2023;10;06;0.6;11.5
510005;"Teniente Gallardo, Puerto Natales Ad.";"51&deg 40' 2'' S";69;2023;10;07;1.6;5.3
510005;"Teniente Gallardo, Puerto Natales Ad.";"51&deg 40' 2'' S";69;2023;10;08;0.2;6.3
510005;"Teniente Gallardo, Puerto Natales Ad.";"51&deg 40' 2'' S";69;2023;10;09;2.1;6.9
510005;"Teniente Gallardo, Puerto Natales Ad.";"51&deg 40' 2'' S";69;2023;10;10;-0.8;7.7
510005;"Teniente Gallardo, Puerto Natales Ad.";"51&deg 40' 2'' S";69;2023;10;11;4.2;11.3
510005;"Teniente Gallardo, Puerto Natales Ad.";"51&deg 40' 2'' S";69;2023;10;12;4.6;13.3
510005;"Teniente Gallardo, Puerto Natales Ad.";"51&deg 40' 2'' S";69;2023;10;13;7.5;13.5
510005;"Teniente Gallardo, Puerto Natales Ad.";"51&deg 40' 2'' S";69;2023;10;14;4.2;13.3
510005;"Teniente Gallardo, Puerto Natales Ad.";"51&deg 40' 2'' S";69;2023;10;15;6.4;
510005;"Teniente Gallardo, Puerto Natales Ad.";"51&deg 40' 2'' S";69;2023;10;16;3.6;13.4
510005;"Teniente Gallardo, Puerto Natales Ad.";"51&deg 40' 2'' S";69;2023;10;17;8.8;14.3
510005;"Teniente Gallardo, Puerto Natales Ad.";"51&deg 40' 2'' S";69;2023;10;18;8.1;17.9
510005;"Teniente Gallardo, Puerto Natales Ad.";"51&deg 40' 2'' S";69;2023;10;19;6.0;16.1
510005;"Teniente Gallardo, Puerto Natales Ad.";"51&deg 40' 2'' S";69;2023;10;20;1.9;14.5
510005;"Teniente Gallardo, Puerto Natales Ad.";"51&deg 40' 2'' S";69;2023;10;21;2.0;12.4
510005;"Teniente Gallardo, Puerto Natales Ad.";"51&deg 40' 2'' S";69;2023;10;22;5.0;14.6
510005;"Teniente Gallardo, Puerto Natales Ad.";"51&deg 40' 2'' S";69;2023;10;23;-1.5;16.8
510005;"Teniente Gallardo, Puerto Natales Ad.";"51&deg 40' 2'' S";69;2023;10;24;3.8;16.3
510005;"Teniente Gallardo, Puerto Natales Ad.";"51&deg 40' 2'' S";69;2023;10;25;2.3;13.4
510005;"Teniente Gallardo, Puerto Natales Ad.";"51&deg 40' 2'' S";69;2023;10;26;0.1;8.6
510005;"Teniente Gallardo, Puerto Natales Ad.";"51&deg 40' 2'' S";69;2023;10;27;2.2;10.1
510005;"Teniente Gallardo, Puerto Natales Ad.";"51&deg 40' 2'' S";69;2023;10;28;-0.2;5.1
510005;"Teniente Gallardo, Puerto Natales Ad.";"51&deg 40' 2'' S";69;2023;10;29;-3.2;7.8
510005;"Teniente Gallardo, Puerto Natales Ad.";"51&deg 40' 2'' S";69;2023;10;30;0.2;8.2
510005;"Teniente Gallardo, Puerto Natales Ad.";"51&deg 40' 2'' S";69;2023;10;31;-3.3;11.3
520006;"Carlos Ibañez, Punta Arenas Ap.";"53&deg 0' 6'' S";36;2023;10;01;1.4;6.5
520006;"Carlos Ibañez, Punta Arenas Ap.";"53&deg 0' 6'' S";36;2023;10;02;-0.9;9.4
520006;"Carlos Ibañez, Punta Arenas Ap.";"53&deg 0' 6'' S";36;2023;10;03;5.1;12.2
520006;"Carlos Ibañez, Punta Arenas Ap.";"53&deg 0' 6'' S";36;2023;10;04;5.7;11.3
520006;"Carlos Ibañez, Punta Arenas Ap.";"53&deg 0' 6'' S";36;2023;10;05;6.4;11.0
520006;"Carlos Ibañez, Punta Arenas Ap.";"53&deg 0' 6'' S";36;2023;10;06;1.1;9.9
520006;"Carlos Ibañez, Punta Arenas Ap.";"53&deg 0' 6'' S";36;2023;10;07;1.4;5.7
520006;"Carlos Ibañez, Punta Arenas Ap.";"53&deg 0' 6'' S";36;2023;10;08;0.2;6.4
520006;"Carlos Ibañez, Punta Arenas Ap.";"53&deg 0' 6'' S";36;2023;10;09;0.7;7.5
520006;"Carlos Ibañez, Punta Arenas Ap.";"53&deg 0' 6'' S";36;2023;10;10;-0.3;7.1
520006;"Carlos Ibañez, Punta Arenas Ap.";"53&deg 0' 6'' S";36;2023;10;11;4.4;9.7
520006;"Carlos Ibañez, Punta Arenas Ap.";"53&deg 0' 6'' S";36;2023;10;12;5.3;12.6
520006;"Carlos Ibañez, Punta Arenas Ap.";"53&deg 0' 6'' S";36;2023;10;13;6.5;11.3
520006;"Carlos Ibañez, Punta Arenas Ap.";"53&deg 0' 6'' S";36;2023;10;14;6.1;11.7
520006;"Carlos Ibañez, Punta Arenas Ap.";"53&deg 0' 6'' S";36;2023;10;15;4.6;10.2
520006;"Carlos Ibañez, Punta Arenas Ap.";"53&deg 0' 6'' S";36;2023;10;16;4.1;12.3
520006;"Carlos Ibañez, Punta Arenas Ap.";"53&deg 0' 6'' S";36;2023;10;17;5.1;11.5
520006;"Carlos Ibañez, Punta Arenas Ap.";"53&deg 0' 6'' S";36;2023;10;18;7.6;16.5
520006;"Carlos Ibañez, Punta Arenas Ap.";"53&deg 0' 6'' S";36;2023;10;19;4.8;14.2
520006;"Carlos Ibañez, Punta Arenas Ap.";"53&deg 0' 6'' S";36;2023;10;20;1.7;12.5
520006;"Carlos Ibañez, Punta Arenas Ap.";"53&deg 0' 6'' S";36;2023;10;21;3.5;11.0
520006;"Carlos Ibañez, Punta Arenas Ap.";"53&deg 0' 6'' S";36;2023;10;22;3.6;14.0
520006;"Carlos Ibañez, Punta Arenas Ap.";"53&deg 0' 6'' S";36;2023;10;23;0.8;17.8
520006;"Carlos Ibañez, Punta Arenas Ap.";"53&deg 0' 6'' S";36;2023;10;24;5.6;15.5
520006;"Carlos Ibañez, Punta Arenas Ap.";"53&deg 0' 6'' S";36;2023;10;25;4.2;12.4
520006;"Carlos Ibañez, Punta Arenas Ap.";"53&deg 0' 6'' S";36;2023;10;26;2.1;8.2
520006;"Carlos Ibañez, Punta Arenas Ap.";"53&deg 0' 6'' S";36;2023;10;27;2.8;10.2
520006;"Carlos Ibañez, Punta Arenas Ap.";"53&deg 0' 6'' S";36;2023;10;28;0.8;6.9
520006;"Carlos Ibañez, Punta Arenas Ap.";"53&deg 0' 6'' S";36;2023;10;29;1.1;8.8
520006;"Carlos Ibañez, Punta Arenas Ap.";"53&deg 0' 6'' S";36;2023;10;30;0.8;7.6
520006;"Carlos Ibañez, Punta Arenas Ap.";"53&deg 0' 6'' S";36;2023;10;31;0.1;10.9
530005;"Fuentes Martínez, Porvenir Ad.";"53&deg 15' 13'' S";25;2023;10;01;-0.8;7.3
530005;"Fuentes Martínez, Porvenir Ad.";"53&deg 15' 13'' S";25;2023;10;02;0.7;8.4
530005;"Fuentes Martínez, Porvenir Ad.";"53&deg 15' 13'' S";25;2023;10;03;4.3;12.5
530005;"Fuentes Martínez, Porvenir Ad.";"53&deg 15' 13'' S";25;2023;10;04;5.4;10.4
530005;"Fuentes Martínez, Porvenir Ad.";"53&deg 15' 13'' S";25;2023;10;05;6.3;11.3
530005;"Fuentes Martínez, Porvenir Ad.";"53&deg 15' 13'' S";25;2023;10;06;1.6;10.5
530005;"Fuentes Martínez, Porvenir Ad.";"53&deg 15' 13'' S";25;2023;10;07;0.7;7.5
530005;"Fuentes Martínez, Porvenir Ad.";"53&deg 15' 13'' S";25;2023;10;08;1.0;7.2
530005;"Fuentes Martínez, Porvenir Ad.";"53&deg 15' 13'' S";25;2023;10;09;1.2;7.6
530005;"Fuentes Martínez, Porvenir Ad.";"53&deg 15' 13'' S";25;2023;10;10;-0.1;7.4
530005;"Fuentes Martínez, Porvenir Ad.";"53&deg 15' 13'' S";25;2023;10;11;3.4;9.7
530005;"Fuentes Martínez, Porvenir Ad.";"53&deg 15' 13'' S";25;2023;10;12;4.7;12.5
530005;"Fuentes Martínez, Porvenir Ad.";"53&deg 15' 13'' S";25;2023;10;13;5.8;11.5
530005;"Fuentes Martínez, Porvenir Ad.";"53&deg 15' 13'' S";25;2023;10;14;5.1;12.3
530005;"Fuentes Martínez, Porvenir Ad.";"53&deg 15' 13'' S";25;2023;10;15;5.0;8.0
530005;"Fuentes Martínez, Porvenir Ad.";"53&deg 15' 13'' S";25;2023;10;16;4.1;11.9
530005;"Fuentes Martínez, Porvenir Ad.";"53&deg 15' 13'' S";25;2023;10;17;3.3;13.1
530005;"Fuentes Martínez, Porvenir Ad.";"53&deg 15' 13'' S";25;2023;10;18;6.3;15.8
530005;"Fuentes Martínez, Porvenir Ad.";"53&deg 15' 13'' S";25;2023;10;19;5.1;13.8
530005;"Fuentes Martínez, Porvenir Ad.";"53&deg 15' 13'' S";25;2023;10;20;-0.9;12.1
530005;"Fuentes Martínez, Porvenir Ad.";"53&deg 15' 13'' S";25;2023;10;21;3.6;10.4
530005;"Fuentes Martínez, Porvenir Ad.";"53&deg 15' 13'' S";25;2023;10;22;3.5;13.1
530005;"Fuentes Martínez, Porvenir Ad.";"53&deg 15' 13'' S";25;2023;10;23;0.5;17.5
530005;"Fuentes Martínez, Porvenir Ad.";"53&deg 15' 13'' S";25;2023;10;24;3.1;14.9
530005;"Fuentes Martínez, Porvenir Ad.";"53&deg 15' 13'' S";25;2023;10;25;3.9;11.8
530005;"Fuentes Martínez, Porvenir Ad.";"53&deg 15' 13'' S";25;2023;10;26;1.7;8.3
530005;"Fuentes Martínez, Porvenir Ad.";"53&deg 15' 13'' S";25;2023;10;27;2.3;9.3
530005;"Fuentes Martínez, Porvenir Ad.";"53&deg 15' 13'' S";25;2023;10;28;0.7;7.4
530005;"Fuentes Martínez, Porvenir Ad.";"53&deg 15' 13'' S";25;2023;10;29;2.4;9.8
530005;"Fuentes Martínez, Porvenir Ad.";"53&deg 15' 13'' S";25;2023;10;30;-2.6;8.8
530005;"Fuentes Martínez, Porvenir Ad.";"53&deg 15' 13'' S";25;2023;10;31;3.6;9.7
550001;"Guardiamarina Zañartu, Pto Williams Ad.";"54&deg 55' 54'' S";12;2023;10;01;-0.2;9.3
550001;"Guardiamarina Zañartu, Pto Williams Ad.";"54&deg 55' 54'' S";12;2023;10;02;-0.7;8.1
550001;"Guardiamarina Zañartu, Pto Williams Ad.";"54&deg 55' 54'' S";12;2023;10;03;0.6;12.5
550001;"Guardiamarina Zañartu, Pto Williams Ad.";"54&deg 55' 54'' S";12;2023;10;04;7.9;13.3
550001;"Guardiamarina Zañartu, Pto Williams Ad.";"54&deg 55' 54'' S";12;2023;10;05;8.4;12.1
550001;"Guardiamarina Zañartu, Pto Williams Ad.";"54&deg 55' 54'' S";12;2023;10;06;-0.2;9.2
550001;"Guardiamarina Zañartu, Pto Williams Ad.";"54&deg 55' 54'' S";12;2023;10;07;1.1;9.4
550001;"Guardiamarina Zañartu, Pto Williams Ad.";"54&deg 55' 54'' S";12;2023;10;08;0.1;7.8
550001;"Guardiamarina Zañartu, Pto Williams Ad.";"54&deg 55' 54'' S";12;2023;10;09;1.4;5.8
550001;"Guardiamarina Zañartu, Pto Williams Ad.";"54&deg 55' 54'' S";12;2023;10;10;-2.0;3.4
550001;"Guardiamarina Zañartu, Pto Williams Ad.";"54&deg 55' 54'' S";12;2023;10;11;1.8;8.0
550001;"Guardiamarina Zañartu, Pto Williams Ad.";"54&deg 55' 54'' S";12;2023;10;12;5.0;13.3
550001;"Guardiamarina Zañartu, Pto Williams Ad.";"54&deg 55' 54'' S";12;2023;10;13;6.6;12.6
550001;"Guardiamarina Zañartu, Pto Williams Ad.";"54&deg 55' 54'' S";12;2023;10;14;6.4;10.0
550001;"Guardiamarina Zañartu, Pto Williams Ad.";"54&deg 55' 54'' S";12;2023;10;15;4.9;11.3
550001;"Guardiamarina Zañartu, Pto Williams Ad.";"54&deg 55' 54'' S";12;2023;10;16;3.7;10.9
550001;"Guardiamarina Zañartu, Pto Williams Ad.";"54&deg 55' 54'' S";12;2023;10;17;6.2;14.9
550001;"Guardiamarina Zañartu, Pto Williams Ad.";"54&deg 55' 54'' S";12;2023;10;18;9.9;17.6
550001;"Guardiamarina Zañartu, Pto Williams Ad.";"54&deg 55' 54'' S";12;2023;10;19;7.5;12.7
550001;"Guardiamarina Zañartu, Pto Williams Ad.";"54&deg 55' 54'' S";12;2023;10;20;3.3;13.6
550001;"Guardiamarina Zañartu, Pto Williams Ad.";"54&deg 55' 54'' S";12;2023;10;21;3.0;10.1
550001;"Guardiamarina Zañartu, Pto Williams Ad.";"54&deg 55' 54'' S";12;2023;10;22;4.6;10.4
550001;"Guardiamarina Zañartu, Pto Williams Ad.";"54&deg 55' 54'' S";12;2023;10;23;2.5;17.7
550001;"Guardiamarina Zañartu, Pto Williams Ad.";"54&deg 55' 54'' S";12;2023;10;24;2.3;15.1
550001;"Guardiamarina Zañartu, Pto Williams Ad.";"54&deg 55' 54'' S";12;2023;10;25;0.9;11.2
550001;"Guardiamarina Zañartu, Pto Williams Ad.";"54&deg 55' 54'' S";12;2023;10;26;1.2;7.2
550001;"Guardiamarina Zañartu, Pto Williams Ad.";"54&deg 55' 54'' S";12;2023;10;27;0.2;7.9
550001;"Guardiamarina Zañartu, Pto Williams Ad.";"54&deg 55' 54'' S";12;2023;10;28;2.5;10.9
550001;"Guardiamarina Zañartu, Pto Williams Ad.";"54&deg 55' 54'' S";12;2023;10;29;0.1;8.6
550001;"Guardiamarina Zañartu, Pto Williams Ad.";"54&deg 55' 54'' S";12;2023;10;30;-1.4;5.2
550001;"Guardiamarina Zañartu, Pto Williams Ad.";"54&deg 55' 54'' S";12;2023;10;31;3.6;10.4
950001;"C.M.A. Eduardo Frei Montalva, Antártica ";"62&deg 11' 31'' S";45;2023;10;01;-3.0;-0.8
950001;"C.M.A. Eduardo Frei Montalva, Antártica ";"62&deg 11' 31'' S";45;2023;10;02;-4.5;-1.1
950001;"C.M.A. Eduardo Frei Montalva, Antártica ";"62&deg 11' 31'' S";45;2023;10;03;-4.0;-1.1
950001;"C.M.A. Eduardo Frei Montalva, Antártica ";"62&deg 11' 31'' S";45;2023;10;04;-2.5;-1.5
950001;"C.M.A. Eduardo Frei Montalva, Antártica ";"62&deg 11' 31'' S";45;2023;10;05;-2.3;-0.6
950001;"C.M.A. Eduardo Frei Montalva, Antártica ";"62&deg 11' 31'' S";45;2023;10;06;-4.0;-1.4
950001;"C.M.A. Eduardo Frei Montalva, Antártica ";"62&deg 11' 31'' S";45;2023;10;07;-8.7;-1.0
950001;"C.M.A. Eduardo Frei Montalva, Antártica ";"62&deg 11' 31'' S";45;2023;10;08;-10.4;-6.0
950001;"C.M.A. Eduardo Frei Montalva, Antártica ";"62&deg 11' 31'' S";45;2023;10;09;-10.9;-7.0
950001;"C.M.A. Eduardo Frei Montalva, Antártica ";"62&deg 11' 31'' S";45;2023;10;10;-9.4;-6.7
950001;"C.M.A. Eduardo Frei Montalva, Antártica ";"62&deg 11' 31'' S";45;2023;10;11;-9.2;-3.6
950001;"C.M.A. Eduardo Frei Montalva, Antártica ";"62&deg 11' 31'' S";45;2023;10;12;-4.3;-0.9
950001;"C.M.A. Eduardo Frei Montalva, Antártica ";"62&deg 11' 31'' S";45;2023;10;13;-6.2;-2.0
950001;"C.M.A. Eduardo Frei Montalva, Antártica ";"62&deg 11' 31'' S";45;2023;10;14;-6.7;-4.7
950001;"C.M.A. Eduardo Frei Montalva, Antártica ";"62&deg 11' 31'' S";45;2023;10;15;-5.8;-1.6
950001;"C.M.A. Eduardo Frei Montalva, Antártica ";"62&deg 11' 31'' S";45;2023;10;16;-3.0;-1.1
950001;"C.M.A. Eduardo Frei Montalva, Antártica ";"62&deg 11' 31'' S";45;2023;10;17;-3.7;-1.5
950001;"C.M.A. Eduardo Frei Montalva, Antártica ";"62&deg 11' 31'' S";45;2023;10;18;-3.5;-0.5
950001;"C.M.A. Eduardo Frei Montalva, Antártica ";"62&deg 11' 31'' S";45;2023;10;19;-2.4;0.2
950001;"C.M.A. Eduardo Frei Montalva, Antártica ";"62&deg 11' 31'' S";45;2023;10;20;-3.7;-1.7
950001;"C.M.A. Eduardo Frei Montalva, Antártica ";"62&deg 11' 31'' S";45;2023;10;21;-5.5;-1.1
950001;"C.M.A. Eduardo Frei Montalva, Antártica ";"62&deg 11' 31'' S";45;2023;10;22;-5.7;-1.9
950001;"C.M.A. Eduardo Frei Montalva, Antártica ";"62&deg 11' 31'' S";45;2023;10;23;-4.8;-0.2
950001;"C.M.A. Eduardo Frei Montalva, Antártica ";"62&deg 11' 31'' S";45;2023;10;24;-3.3;-0.4
950001;"C.M.A. Eduardo Frei Montalva, Antártica ";"62&deg 11' 31'' S";45;2023;10;25;-8.3;0.9
950001;"C.M.A. Eduardo Frei Montalva, Antártica ";"62&deg 11' 31'' S";45;2023;10;26;-9.4;-8.1
950001;"C.M.A. Eduardo Frei Montalva, Antártica ";"62&deg 11' 31'' S";45;2023;10;27;-9.0;-6.8
950001;"C.M.A. Eduardo Frei Montalva, Antártica ";"62&deg 11' 31'' S";45;2023;10;28;-11.1;-7.9
950001;"C.M.A. Eduardo Frei Montalva, Antártica ";"62&deg 11' 31'' S";45;2023;10;29;-10.2;-7.7
950001;"C.M.A. Eduardo Frei Montalva, Antártica ";"62&deg 11' 31'' S";45;2023;10;30;-8.6;-1.3
950001;"C.M.A. Eduardo Frei Montalva, Antártica ";"62&deg 11' 31'' S";45;2023;10;31;-2.6;-0.8
